State/UT,Year,Gender,MaxAge,MinAge,Crimes,#Cases
Chhattisgarh,2007,M,17,14,C H Not Amounting To Murder,2
Delhi,2007,M,17,14,C H Not Amounting To Murder,1
Goa,2007,M,17,14,C H Not Amounting To Murder,2
Gujarat,2007,M,17,14,C H Not Amounting To Murder,3
Haryana,2007,M,17,14,C H Not Amounting To Murder,4
Himachal Pradesh,2007,M,17,14,C H Not Amounting To Murder,5
Jammu & Kashmir,2007,M,17,14,C H Not Amounting To Murder,5
Jharkhand,2007,M,17,14,C H Not Amounting To Murder,6
Karnataka,2007,M,17,14,C H Not Amounting To Murder,1
Kerala,2007,M,17,14,C H Not Amounting To Murder,1
Madhya Pradesh,2007,M,17,14,C H Not Amounting To Murder,11
Maharashtra,2007,M,17,14,C H Not Amounting To Murder,6
Manipur,2007,M,17,14,C H Not Amounting To Murder,6
Meghalaya,2007,M,17,14,C H Not Amounting To Murder,5
Mizoram,2007,M,17,14,C H Not Amounting To Murder,5
Nagaland,2007,M,17,14,C H Not Amounting To Murder,5
Odisha,2007,M,17,14,C H Not Amounting To Murder,5
Puducherry,2007,M,17,14,C H Not Amounting To Murder,4
Punjab,2007,M,17,14,C H Not Amounting To Murder,4
Rajasthan,2007,M,17,14,C H Not Amounting To Murder,3
Sikkim,2007,M,17,14,C H Not Amounting To Murder,21
Tamil Nadu,2007,M,17,14,C H Not Amounting To Murder,38
Tripura,2007,M,17,14,C H Not Amounting To Murder,56
Uttar Pradesh,2007,M,17,14,C H Not Amounting To Murder,74
Uttarakhand,2007,M,17,14,C H Not Amounting To Murder,48
West Bengal,2007,M,17,14,C H Not Amounting To Murder,23
Andhra Pradesh,2008,M,17,14,C H Not Amounting To Murder,8
Arunachal Pradesh,2008,M,17,14,C H Not Amounting To Murder,7
Assam,2008,M,17,14,C H Not Amounting To Murder,6
Bihar,2008,M,17,14,C H Not Amounting To Murder,4
Chandigarh,2008,M,17,14,C H Not Amounting To Murder,3
Chhattisgarh,2008,M,17,14,C H Not Amounting To Murder,2
Delhi,2008,M,17,14,C H Not Amounting To Murder,1
Goa,2008,M,17,14,C H Not Amounting To Murder,1
Gujarat,2008,M,17,14,C H Not Amounting To Murder,1
Haryana,2008,M,17,14,C H Not Amounting To Murder,2
Himachal Pradesh,2008,M,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2008,M,17,14,C H Not Amounting To Murder,1
Jharkhand,2008,M,17,14,C H Not Amounting To Murder,1
Karnataka,2008,M,17,14,C H Not Amounting To Murder,1
Kerala,2008,M,17,14,C H Not Amounting To Murder,3
Madhya Pradesh,2008,M,17,14,C H Not Amounting To Murder,5
Maharashtra,2008,M,17,14,C H Not Amounting To Murder,1
Manipur,2008,M,17,14,C H Not Amounting To Murder,2
Meghalaya,2008,M,17,14,C H Not Amounting To Murder,2
Mizoram,2008,M,17,14,C H Not Amounting To Murder,3
Nagaland,2008,M,17,14,C H Not Amounting To Murder,3
Odisha,2008,M,17,14,C H Not Amounting To Murder,4
Puducherry,2008,M,17,14,C H Not Amounting To Murder,4
Punjab,2008,M,17,14,C H Not Amounting To Murder,3
Rajasthan,2008,M,17,14,C H Not Amounting To Murder,2
Sikkim,2008,M,17,14,C H Not Amounting To Murder,2
Tamil Nadu,2008,M,17,14,C H Not Amounting To Murder,1
Tripura,2008,M,17,14,C H Not Amounting To Murder,1
Uttar Pradesh,2008,M,17,14,C H Not Amounting To Murder,50
Uttarakhand,2008,M,17,14,C H Not Amounting To Murder,26
West Bengal,2008,M,17,14,C H Not Amounting To Murder,1
Andaman & Nicobar Islands,2009,M,17,14,C H Not Amounting To Murder,1
Andhra Pradesh,2009,M,17,14,C H Not Amounting To Murder,1
Arunachal Pradesh,2009,M,17,14,C H Not Amounting To Murder,1
Assam,2009,M,17,14,C H Not Amounting To Murder,2
Bihar,2009,M,17,14,C H Not Amounting To Murder,2
Chandigarh,2009,M,17,14,C H Not Amounting To Murder,2
Chhattisgarh,2009,M,17,14,C H Not Amounting To Murder,2
Dadra & Nagar Haveli,2009,M,17,14,C H Not Amounting To Murder,2
Daman & Diu,2009,M,17,14,C H Not Amounting To Murder,3
Delhi,2009,M,17,14,C H Not Amounting To Murder,3
Goa,2009,M,17,14,C H Not Amounting To Murder,1
Gujarat,2009,M,17,14,C H Not Amounting To Murder,1
Haryana,2009,M,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2009,M,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2009,M,17,14,C H Not Amounting To Murder,2
Jharkhand,2009,M,17,14,C H Not Amounting To Murder,3
Karnataka,2009,M,17,14,C H Not Amounting To Murder,2
Kerala,2009,M,17,14,C H Not Amounting To Murder,8
Madhya Pradesh,2009,M,17,14,C H Not Amounting To Murder,6
Maharashtra,2009,M,17,14,C H Not Amounting To Murder,2
Manipur,2009,M,17,14,C H Not Amounting To Murder,1
Meghalaya,2009,M,17,14,C H Not Amounting To Murder,1
Mizoram,2009,M,17,14,C H Not Amounting To Murder,2
Nagaland,2009,M,17,14,C H Not Amounting To Murder,2
Odisha,2009,M,17,14,C H Not Amounting To Murder,2
Puducherry,2009,M,17,14,C H Not Amounting To Murder,3
Punjab,2009,M,17,14,C H Not Amounting To Murder,3
Rajasthan,2009,M,17,14,C H Not Amounting To Murder,2
Sikkim,2009,M,17,14,C H Not Amounting To Murder,2
Tamil Nadu,2009,M,17,14,C H Not Amounting To Murder,1
Tripura,2009,M,17,14,C H Not Amounting To Murder,20
Uttar Pradesh,2009,M,17,14,C H Not Amounting To Murder,39
Uttarakhand,2009,M,17,14,C H Not Amounting To Murder,40
West Bengal,2009,M,17,14,C H Not Amounting To Murder,40
Andaman & Nicobar Islands,2010,M,17,14,C H Not Amounting To Murder,21
Andhra Pradesh,2010,M,17,14,C H Not Amounting To Murder,2
Arunachal Pradesh,2010,M,17,14,C H Not Amounting To Murder,4
Assam,2010,M,17,14,C H Not Amounting To Murder,6
Bihar,2010,M,17,14,C H Not Amounting To Murder,8
Chandigarh,2010,M,17,14,C H Not Amounting To Murder,4
Chhattisgarh,2010,M,17,14,C H Not Amounting To Murder,1
Dadra & Nagar Haveli,2010,M,17,14,C H Not Amounting To Murder,2
Daman & Diu,2010,M,17,14,C H Not Amounting To Murder,3
Delhi,2010,M,17,14,C H Not Amounting To Murder,4
Goa,2010,M,17,14,C H Not Amounting To Murder,3
Gujarat,2010,M,17,14,C H Not Amounting To Murder,2
Haryana,2010,M,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2010,M,17,14,C H Not Amounting To Murder,1
Jammu & Kashmir,2010,M,17,14,C H Not Amounting To Murder,2
Jharkhand,2010,M,17,14,C H Not Amounting To Murder,4
Karnataka,2010,M,17,14,C H Not Amounting To Murder,1
Kerala,2010,M,17,14,C H Not Amounting To Murder,1
Madhya Pradesh,2010,M,17,14,C H Not Amounting To Murder,2
Maharashtra,2010,M,17,14,C H Not Amounting To Murder,5
Manipur,2010,M,17,14,C H Not Amounting To Murder,3
Meghalaya,2010,M,17,14,C H Not Amounting To Murder,1
Mizoram,2010,M,17,14,C H Not Amounting To Murder,2
Nagaland,2010,M,17,14,C H Not Amounting To Murder,3
Odisha,2010,M,17,14,C H Not Amounting To Murder,4
Puducherry,2010,M,17,14,C H Not Amounting To Murder,5
Punjab,2010,M,17,14,C H Not Amounting To Murder,6
Rajasthan,2010,M,17,14,C H Not Amounting To Murder,3
Sikkim,2010,M,17,14,C H Not Amounting To Murder,2
Tamil Nadu,2010,M,17,14,C H Not Amounting To Murder,2
Tripura,2010,M,17,14,C H Not Amounting To Murder,1
Uttar Pradesh,2010,M,17,14,C H Not Amounting To Murder,32
Uttarakhand,2010,M,17,14,C H Not Amounting To Murder,18
West Bengal,2010,M,17,14,C H Not Amounting To Murder,3
Andhra Pradesh,2001,F,17,14,C H Not Amounting To Murder,2
Arunachal Pradesh,2001,F,17,14,C H Not Amounting To Murder,2
Assam,2001,F,17,14,C H Not Amounting To Murder,1
Bihar,2001,F,17,14,C H Not Amounting To Murder,1
Chandigarh,2001,F,17,14,C H Not Amounting To Murder,5
Chhattisgarh,2001,F,17,14,C H Not Amounting To Murder,9
Delhi,2001,F,17,14,C H Not Amounting To Murder,13
Gujarat,2001,F,17,14,C H Not Amounting To Murder,17
Haryana,2001,F,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2001,F,17,14,C H Not Amounting To Murder,3
Jammu & Kashmir,2001,F,17,14,C H Not Amounting To Murder,4
Jharkhand,2001,F,17,14,C H Not Amounting To Murder,6
Karnataka,2001,F,17,14,C H Not Amounting To Murder,2
Kerala,2001,F,17,14,C H Not Amounting To Murder,4
Madhya Pradesh,2001,F,17,14,C H Not Amounting To Murder,4
Maharashtra,2001,F,17,14,C H Not Amounting To Murder,1
Manipur,2001,F,17,14,C H Not Amounting To Murder,1
Meghalaya,2001,F,17,14,C H Not Amounting To Murder,1
Mizoram,2001,F,17,14,C H Not Amounting To Murder,1
Nagaland,2001,F,17,14,C H Not Amounting To Murder,1
Odisha,2001,F,17,14,C H Not Amounting To Murder,1
Puducherry,2001,F,17,14,C H Not Amounting To Murder,1
Punjab,2001,F,17,14,C H Not Amounting To Murder,1
Rajasthan,2001,F,17,14,C H Not Amounting To Murder,1
Tamil Nadu,2001,F,17,14,C H Not Amounting To Murder,1
Uttar Pradesh,2001,F,17,14,C H Not Amounting To Murder,13
Uttarakhand,2001,F,17,14,C H Not Amounting To Murder,12
West Bengal,2001,F,17,14,C H Not Amounting To Murder,11
Andaman & Nicobar Islands,2002,F,17,14,C H Not Amounting To Murder,9
Andhra Pradesh,2002,F,17,14,C H Not Amounting To Murder,6
Assam,2002,F,17,14,C H Not Amounting To Murder,4
Bihar,2002,F,17,14,C H Not Amounting To Murder,2
Chandigarh,2002,F,17,14,C H Not Amounting To Murder,2
Chhattisgarh,2002,F,17,14,C H Not Amounting To Murder,2
Daman & Diu,2002,F,17,14,C H Not Amounting To Murder,2
Delhi,2002,F,17,14,C H Not Amounting To Murder,1
Gujarat,2002,F,17,14,C H Not Amounting To Murder,1
Haryana,2002,F,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2002,F,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2002,F,17,14,C H Not Amounting To Murder,2
Jharkhand,2002,F,17,14,C H Not Amounting To Murder,3
Karnataka,2002,F,17,14,C H Not Amounting To Murder,2
Kerala,2002,F,17,14,C H Not Amounting To Murder,2
Madhya Pradesh,2002,F,17,14,C H Not Amounting To Murder,3
Maharashtra,2002,F,17,14,C H Not Amounting To Murder,1
Manipur,2002,F,17,14,C H Not Amounting To Murder,1
Meghalaya,2002,F,17,14,C H Not Amounting To Murder,1
Mizoram,2002,F,17,14,C H Not Amounting To Murder,1
Nagaland,2002,F,17,14,C H Not Amounting To Murder,1
Odisha,2002,F,17,14,C H Not Amounting To Murder,1
Puducherry,2002,F,17,14,C H Not Amounting To Murder,1
Punjab,2002,F,17,14,C H Not Amounting To Murder,1
Rajasthan,2002,F,17,14,C H Not Amounting To Murder,1
Tamil Nadu,2002,F,17,14,C H Not Amounting To Murder,1
Tripura,2002,F,17,14,C H Not Amounting To Murder,6
Uttar Pradesh,2002,F,17,14,C H Not Amounting To Murder,10
Uttarakhand,2002,F,17,14,C H Not Amounting To Murder,7
West Bengal,2002,F,17,14,C H Not Amounting To Murder,4
Andhra Pradesh,2003,F,17,14,C H Not Amounting To Murder,1
Arunachal Pradesh,2003,F,17,14,C H Not Amounting To Murder,2
Assam,2003,F,17,14,C H Not Amounting To Murder,2
Bihar,2003,F,17,14,C H Not Amounting To Murder,3
Chandigarh,2003,F,17,14,C H Not Amounting To Murder,3
Chhattisgarh,2003,F,17,14,C H Not Amounting To Murder,3
Daman & Diu,2003,F,17,14,C H Not Amounting To Murder,3
Delhi,2003,F,17,14,C H Not Amounting To Murder,3
Gujarat,2003,F,17,14,C H Not Amounting To Murder,3
Haryana,2003,F,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2003,F,17,14,C H Not Amounting To Murder,1
Jammu & Kashmir,2003,F,17,14,C H Not Amounting To Murder,2
Jharkhand,2003,F,17,14,C H Not Amounting To Murder,2
Karnataka,2003,F,17,14,C H Not Amounting To Murder,6
Kerala,2003,F,17,14,C H Not Amounting To Murder,9
Madhya Pradesh,2003,F,17,14,C H Not Amounting To Murder,13
Maharashtra,2003,F,17,14,C H Not Amounting To Murder,1
Manipur,2003,F,17,14,C H Not Amounting To Murder,2
Meghalaya,2003,F,17,14,C H Not Amounting To Murder,2
Mizoram,2003,F,17,14,C H Not Amounting To Murder,4
Nagaland,2003,F,17,14,C H Not Amounting To Murder,5
Odisha,2003,F,17,14,C H Not Amounting To Murder,6
Punjab,2003,F,17,14,C H Not Amounting To Murder,8
Rajasthan,2003,F,17,14,C H Not Amounting To Murder,10
Sikkim,2003,F,17,14,C H Not Amounting To Murder,11
Tamil Nadu,2003,F,17,14,C H Not Amounting To Murder,12
Uttar Pradesh,2003,F,17,14,C H Not Amounting To Murder,14
Uttarakhand,2003,F,17,14,C H Not Amounting To Murder,12
West Bengal,2003,F,17,14,C H Not Amounting To Murder,10
Andaman & Nicobar Islands,2004,F,17,14,C H Not Amounting To Murder,8
Andhra Pradesh,2004,F,17,14,C H Not Amounting To Murder,7
Arunachal Pradesh,2004,F,17,14,C H Not Amounting To Murder,5
Assam,2004,F,17,14,C H Not Amounting To Murder,3
Bihar,2004,F,17,14,C H Not Amounting To Murder,1
Chhattisgarh,2004,F,17,14,C H Not Amounting To Murder,1
Delhi,2004,F,17,14,C H Not Amounting To Murder,1
Goa,2004,F,17,14,C H Not Amounting To Murder,1
Gujarat,2004,F,17,14,C H Not Amounting To Murder,1
Haryana,2004,F,17,14,C H Not Amounting To Murder,2
Himachal Pradesh,2004,F,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2004,F,17,14,C H Not Amounting To Murder,2
Jharkhand,2004,F,17,14,C H Not Amounting To Murder,2
Karnataka,2004,F,17,14,C H Not Amounting To Murder,1
Kerala,2004,F,17,14,C H Not Amounting To Murder,1
Madhya Pradesh,2004,F,17,14,C H Not Amounting To Murder,1
Maharashtra,2004,F,17,14,C H Not Amounting To Murder,1
Manipur,2004,F,17,14,C H Not Amounting To Murder,1
Meghalaya,2004,F,17,14,C H Not Amounting To Murder,1
Mizoram,2004,F,17,14,C H Not Amounting To Murder,1
Nagaland,2004,F,17,14,C H Not Amounting To Murder,1
Odisha,2004,F,17,14,C H Not Amounting To Murder,1
Punjab,2004,F,17,14,C H Not Amounting To Murder,1
Rajasthan,2004,F,17,14,C H Not Amounting To Murder,5
Tamil Nadu,2004,F,17,14,C H Not Amounting To Murder,8
Uttar Pradesh,2004,F,17,14,C H Not Amounting To Murder,12
Uttarakhand,2004,F,17,14,C H Not Amounting To Murder,10
West Bengal,2004,F,17,14,C H Not Amounting To Murder,9
Andhra Pradesh,2005,F,17,14,C H Not Amounting To Murder,8
Arunachal Pradesh,2005,F,17,14,C H Not Amounting To Murder,6
Assam,2005,F,17,14,C H Not Amounting To Murder,4
Bihar,2005,F,17,14,C H Not Amounting To Murder,3
Chandigarh,2005,F,17,14,C H Not Amounting To Murder,3
Chhattisgarh,2005,F,17,14,C H Not Amounting To Murder,3
Delhi,2005,F,17,14,C H Not Amounting To Murder,3
Goa,2005,F,17,14,C H Not Amounting To Murder,3
Gujarat,2005,F,17,14,C H Not Amounting To Murder,2
Haryana,2005,F,17,14,C H Not Amounting To Murder,2
Himachal Pradesh,2005,F,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2005,F,17,14,C H Not Amounting To Murder,2
Jharkhand,2005,F,17,14,C H Not Amounting To Murder,2
Karnataka,2005,F,17,14,C H Not Amounting To Murder,2
Kerala,2005,F,17,14,C H Not Amounting To Murder,2
Madhya Pradesh,2005,F,17,14,C H Not Amounting To Murder,3
Maharashtra,2005,F,17,14,C H Not Amounting To Murder,1
Manipur,2005,F,17,14,C H Not Amounting To Murder,2
Meghalaya,2005,F,17,14,C H Not Amounting To Murder,3
Mizoram,2005,F,17,14,C H Not Amounting To Murder,4
Nagaland,2005,F,17,14,C H Not Amounting To Murder,5
Odisha,2005,F,17,14,C H Not Amounting To Murder,6
Puducherry,2005,F,17,14,C H Not Amounting To Murder,7
Punjab,2005,F,17,14,C H Not Amounting To Murder,8
Rajasthan,2005,F,17,14,C H Not Amounting To Murder,4
Sikkim,2005,F,17,14,C H Not Amounting To Murder,1
Tamil Nadu,2005,F,17,14,C H Not Amounting To Murder,12
Uttar Pradesh,2005,F,17,14,C H Not Amounting To Murder,22
Uttarakhand,2005,F,17,14,C H Not Amounting To Murder,17
West Bengal,2005,F,17,14,C H Not Amounting To Murder,12
Andaman & Nicobar Islands,2006,F,17,14,C H Not Amounting To Murder,7
Andhra Pradesh,2006,F,17,14,C H Not Amounting To Murder,2
Arunachal Pradesh,2006,F,17,14,C H Not Amounting To Murder,2
Assam,2006,F,17,14,C H Not Amounting To Murder,2
Bihar,2006,F,17,14,C H Not Amounting To Murder,2
Chandigarh,2006,F,17,14,C H Not Amounting To Murder,2
Chhattisgarh,2006,F,17,14,C H Not Amounting To Murder,2
Dadra & Nagar Haveli,2006,F,17,14,C H Not Amounting To Murder,2
Delhi,2006,F,17,14,C H Not Amounting To Murder,3
Goa,2006,F,17,14,C H Not Amounting To Murder,3
Gujarat,2006,F,17,14,C H Not Amounting To Murder,3
Haryana,2006,F,17,14,C H Not Amounting To Murder,3
Himachal Pradesh,2006,F,17,14,C H Not Amounting To Murder,3
Jammu & Kashmir,2006,F,17,14,C H Not Amounting To Murder,3
Jharkhand,2006,F,17,14,C H Not Amounting To Murder,3
Karnataka,2006,F,17,14,C H Not Amounting To Murder,3
Kerala,2006,F,17,14,C H Not Amounting To Murder,3
Madhya Pradesh,2006,F,17,14,C H Not Amounting To Murder,3
Maharashtra,2006,F,17,14,C H Not Amounting To Murder,3
Manipur,2006,F,17,14,C H Not Amounting To Murder,2
Meghalaya,2006,F,17,14,C H Not Amounting To Murder,2
Mizoram,2006,F,17,14,C H Not Amounting To Murder,2
Nagaland,2006,F,17,14,C H Not Amounting To Murder,2
Odisha,2006,F,17,14,C H Not Amounting To Murder,2
Punjab,2006,F,17,14,C H Not Amounting To Murder,2
Rajasthan,2006,F,17,14,C H Not Amounting To Murder,3
Tamil Nadu,2006,F,17,14,C H Not Amounting To Murder,8
Uttar Pradesh,2006,F,17,14,C H Not Amounting To Murder,13
Uttarakhand,2006,F,17,14,C H Not Amounting To Murder,12
West Bengal,2006,F,17,14,C H Not Amounting To Murder,11
Andhra Pradesh,2007,F,17,14,C H Not Amounting To Murder,10
Arunachal Pradesh,2007,F,17,14,C H Not Amounting To Murder,10
Assam,2007,F,17,14,C H Not Amounting To Murder,9
Bihar,2007,F,17,14,C H Not Amounting To Murder,8
Chandigarh,2007,F,17,14,C H Not Amounting To Murder,7
Chhattisgarh,2007,F,17,14,C H Not Amounting To Murder,6
Delhi,2007,F,17,14,C H Not Amounting To Murder,5
Goa,2007,F,17,14,C H Not Amounting To Murder,4
Gujarat,2007,F,17,14,C H Not Amounting To Murder,4
Haryana,2007,F,17,14,C H Not Amounting To Murder,3
Himachal Pradesh,2007,F,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2007,F,17,14,C H Not Amounting To Murder,1
Jharkhand,2007,F,17,14,C H Not Amounting To Murder,1
Karnataka,2007,F,17,14,C H Not Amounting To Murder,1
Kerala,2007,F,17,14,C H Not Amounting To Murder,1
Madhya Pradesh,2007,F,17,14,C H Not Amounting To Murder,1
Maharashtra,2007,F,17,14,C H Not Amounting To Murder,1
Manipur,2007,F,17,14,C H Not Amounting To Murder,3
Meghalaya,2007,F,17,14,C H Not Amounting To Murder,4
Mizoram,2007,F,17,14,C H Not Amounting To Murder,6
Nagaland,2007,F,17,14,C H Not Amounting To Murder,8
Odisha,2007,F,17,14,C H Not Amounting To Murder,9
Punjab,2007,F,17,14,C H Not Amounting To Murder,11
Rajasthan,2007,F,17,14,C H Not Amounting To Murder,15
Tamil Nadu,2007,F,17,14,C H Not Amounting To Murder,18
Tripura,2007,F,17,14,C H Not Amounting To Murder,22
Uttar Pradesh,2007,F,17,14,C H Not Amounting To Murder,26
Uttarakhand,2007,F,17,14,C H Not Amounting To Murder,18
West Bengal,2007,F,17,14,C H Not Amounting To Murder,9
Andaman & Nicobar Islands,2008,F,17,14,C H Not Amounting To Murder,8
Andhra Pradesh,2008,F,17,14,C H Not Amounting To Murder,8
Arunachal Pradesh,2008,F,17,14,C H Not Amounting To Murder,7
Assam,2008,F,17,14,C H Not Amounting To Murder,6
Bihar,2008,F,17,14,C H Not Amounting To Murder,6
Chandigarh,2008,F,17,14,C H Not Amounting To Murder,5
Chhattisgarh,2008,F,17,14,C H Not Amounting To Murder,4
Delhi,2008,F,17,14,C H Not Amounting To Murder,3
Goa,2008,F,17,14,C H Not Amounting To Murder,3
Gujarat,2008,F,17,14,C H Not Amounting To Murder,2
Haryana,2008,F,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2008,F,17,14,C H Not Amounting To Murder,1
Jammu & Kashmir,2008,F,17,14,C H Not Amounting To Murder,1
Jharkhand,2008,F,17,14,C H Not Amounting To Murder,1
Karnataka,2008,F,17,14,C H Not Amounting To Murder,1
Kerala,2008,F,17,14,C H Not Amounting To Murder,1
Lakshadweep,2008,F,17,14,C H Not Amounting To Murder,2
Madhya Pradesh,2008,F,17,14,C H Not Amounting To Murder,2
Maharashtra,2008,F,17,14,C H Not Amounting To Murder,1
Manipur,2008,F,17,14,C H Not Amounting To Murder,1
Meghalaya,2008,F,17,14,C H Not Amounting To Murder,1
Mizoram,2008,F,17,14,C H Not Amounting To Murder,2
Nagaland,2008,F,17,14,C H Not Amounting To Murder,2
Odisha,2008,F,17,14,C H Not Amounting To Murder,2
Punjab,2008,F,17,14,C H Not Amounting To Murder,6
Rajasthan,2008,F,17,14,C H Not Amounting To Murder,9
Sikkim,2008,F,17,14,C H Not Amounting To Murder,13
Tamil Nadu,2008,F,17,14,C H Not Amounting To Murder,16
Uttar Pradesh,2008,F,17,14,C H Not Amounting To Murder,20
Uttarakhand,2008,F,17,14,C H Not Amounting To Murder,10
West Bengal,2008,F,17,14,C H Not Amounting To Murder,1
Andhra Pradesh,2009,F,17,14,C H Not Amounting To Murder,1
Arunachal Pradesh,2009,F,17,14,C H Not Amounting To Murder,2
Assam,2009,F,17,14,C H Not Amounting To Murder,2
Bihar,2009,F,17,14,C H Not Amounting To Murder,2
Chandigarh,2009,F,17,14,C H Not Amounting To Murder,3
Chhattisgarh,2009,F,17,14,C H Not Amounting To Murder,3
Delhi,2009,F,17,14,C H Not Amounting To Murder,3
Goa,2009,F,17,14,C H Not Amounting To Murder,4
Gujarat,2009,F,17,14,C H Not Amounting To Murder,4
Haryana,2009,F,17,14,C H Not Amounting To Murder,3
Himachal Pradesh,2009,F,17,14,C H Not Amounting To Murder,2
Jammu & Kashmir,2009,F,17,14,C H Not Amounting To Murder,1
Jharkhand,2009,F,17,14,C H Not Amounting To Murder,1
Karnataka,2009,F,17,14,C H Not Amounting To Murder,1
Kerala,2009,F,17,14,C H Not Amounting To Murder,3
Madhya Pradesh,2009,F,17,14,C H Not Amounting To Murder,3
Maharashtra,2009,F,17,14,C H Not Amounting To Murder,2
Manipur,2009,F,17,14,C H Not Amounting To Murder,2
Meghalaya,2009,F,17,14,C H Not Amounting To Murder,1
Nagaland,2009,F,17,14,C H Not Amounting To Murder,1
Odisha,2009,F,17,14,C H Not Amounting To Murder,1
Punjab,2009,F,17,14,C H Not Amounting To Murder,1
Rajasthan,2009,F,17,14,C H Not Amounting To Murder,4
Sikkim,2009,F,17,14,C H Not Amounting To Murder,7
Tamil Nadu,2009,F,17,14,C H Not Amounting To Murder,11
Tripura,2009,F,17,14,C H Not Amounting To Murder,14
Uttar Pradesh,2009,F,17,14,C H Not Amounting To Murder,17
Uttarakhand,2009,F,17,14,C H Not Amounting To Murder,18
West Bengal,2009,F,17,14,C H Not Amounting To Murder,18
Andaman & Nicobar Islands,2010,F,17,14,C H Not Amounting To Murder,14
Andhra Pradesh,2010,F,17,14,C H Not Amounting To Murder,10
Arunachal Pradesh,2010,F,17,14,C H Not Amounting To Murder,5
Bihar,2010,F,17,14,C H Not Amounting To Murder,1
Chhattisgarh,2010,F,17,14,C H Not Amounting To Murder,2
Delhi,2010,F,17,14,C H Not Amounting To Murder,3
Goa,2010,F,17,14,C H Not Amounting To Murder,2
Gujarat,2010,F,17,14,C H Not Amounting To Murder,1
Haryana,2010,F,17,14,C H Not Amounting To Murder,1
Himachal Pradesh,2010,F,17,14,C H Not Amounting To Murder,1
Jammu & Kashmir,2010,F,17,14,C H Not Amounting To Murder,1
Jharkhand,2010,F,17,14,C H Not Amounting To Murder,2
Karnataka,2010,F,17,14,C H Not Amounting To Murder,2
Kerala,2010,F,17,14,C H Not Amounting To Murder,2
Madhya Pradesh,2010,F,17,14,C H Not Amounting To Murder,2
Maharashtra,2010,F,17,14,C H Not Amounting To Murder,2
Manipur,2010,F,17,14,C H Not Amounting To Murder,2
Meghalaya,2010,F,17,14,C H Not Amounting To Murder,3
Mizoram,2010,F,17,14,C H Not Amounting To Murder,3
Nagaland,2010,F,17,14,C H Not Amounting To Murder,3
Odisha,2010,F,17,14,C H Not Amounting To Murder,3
Puducherry,2010,F,17,14,C H Not Amounting To Murder,4
Punjab,2010,F,17,14,C H Not Amounting To Murder,4
Rajasthan,2010,F,17,14,C H Not Amounting To Murder,5
Tamil Nadu,2010,F,17,14,C H Not Amounting To Murder,6
Tripura,2010,F,17,14,C H Not Amounting To Murder,7
Uttar Pradesh,2010,F,17,14,C H Not Amounting To Murder,8
Uttarakhand,2010,F,17,14,C H Not Amounting To Murder,15
West Bengal,2010,F,17,14,C H Not Amounting To Murder,22
Andhra Pradesh,2001,M,29,18,C H Not Amounting To Murder,54
Arunachal Pradesh,2001,M,29,18,C H Not Amounting To Murder,3
Assam,2001,M,29,18,C H Not Amounting To Murder,20
Bihar,2001,M,29,18,C H Not Amounting To Murder,116
Chandigarh,2001,M,29,18,C H Not Amounting To Murder,6
Chhattisgarh,2001,M,29,18,C H Not Amounting To Murder,33
Delhi,2001,M,29,18,C H Not Amounting To Murder,31
Goa,2001,M,29,18,C H Not Amounting To Murder,3
Gujarat,2001,M,29,18,C H Not Amounting To Murder,61
Haryana,2001,M,29,18,C H Not Amounting To Murder,32
Himachal Pradesh,2001,M,29,18,C H Not Amounting To Murder,2
Jammu & Kashmir,2001,M,29,18,C H Not Amounting To Murder,6
Jharkhand,2001,M,29,18,C H Not Amounting To Murder,52
Karnataka,2001,M,29,18,C H Not Amounting To Murder,27
Kerala,2001,M,29,18,C H Not Amounting To Murder,23
Madhya Pradesh,2001,M,29,18,C H Not Amounting To Murder,44
Maharashtra,2001,M,29,18,C H Not Amounting To Murder,47
Manipur,2001,M,29,18,C H Not Amounting To Murder,2
Meghalaya,2001,M,29,18,C H Not Amounting To Murder,1
Mizoram,2001,M,29,18,C H Not Amounting To Murder,3
Nagaland,2001,M,29,18,C H Not Amounting To Murder,18
Odisha,2001,M,29,18,C H Not Amounting To Murder,17
Punjab,2001,M,29,18,C H Not Amounting To Murder,18
Rajasthan,2001,M,29,18,C H Not Amounting To Murder,18
Sikkim,2001,M,29,18,C H Not Amounting To Murder,6
Tamil Nadu,2001,M,29,18,C H Not Amounting To Murder,1
Uttar Pradesh,2001,M,29,18,C H Not Amounting To Murder,430
Uttarakhand,2001,M,29,18,C H Not Amounting To Murder,14
West Bengal,2001,M,29,18,C H Not Amounting To Murder,239
Andhra Pradesh,2002,M,29,18,C H Not Amounting To Murder,78
